0,317.2
100,29994.65
200,42779.35
300,65292.15
400,89937.6
500,119875.75
600,158720.3
700,172979.15
800,188639.2
900,205702.8
1000,224934.8
1100,247934.65
1200,274569.5
1300,300841.55
1400,329739.7
1500,360455.5
1600,394505.1
1700,418470.45
1800,443338.65
1900,470029.1
2000,498075.1
2100,529228.0
2200,566733.8
2300,605570.9
2400,641612.5
2500,678220.25
2600,717400.75
2700,760075.3
2800,802502.95
2900,847911.8
3000,893522.1
3100,941393.25
3200,991465.15
3300,1042898.35
3400,1096199.05
3500,1156048.1
3600,1216071.25
3700,1273299.7
3800,1332104.6
3900,1395079.7
4000,1458935.85
4100,1524802.3
4200,1593817.8
4300,1663302.8
4400,1734779.25
4500,1811324.75
4600,1908549.75
4700,1989026.5
4800,2069206.65
4900,2151696.5
5000,2235607.3
5100,2321630.15
5200,2411646.35
5300,2502151.35
5400,2596344.7
5500,2690900.05
5600,2787080.3
5700,2884565.25
5800,2984019.0
5900,3085916.2
6000,3204397.9
6100,3312252.65
6200,3419054.1
6300,3529706.55
6400,3642416.2
6500,3757883.65
6600,3875341.05
6700,3992738.7
6800,4114880.15
6900,4235297.75
7000,4358883.7
7100,4487318.15
7200,4621188.65
7300,4756318.55
7400,4887861.75
7500,5020639.75
7600,5156531.7
7700,5294976.9
7800,5435194.45
7900,5575999.7
8000,5719213.65
8100,5864884.75
8200,6019320.65
8300,6171636.9
8400,6322792.15
8500,6477361.6
8600,6631549.8
8700,6788405.15
8800,6947151.3
8900,7107853.3
9000,7271594.1
9100,7445153.95
9200,7613994.05
9300,7781859.85
9400,7954890.5
9500,8143910.35
9600,8321538.95
9700,8497449.6
9800,8678499.25
9900,8869538.55
