0,222808.85
100,320226.1
200,460073.4
300,513606.25
400,539841.0
500,585802.85
600,639398.05
700,709327.0
800,819251.85
900,978352.45
1000,1167996.5
1100,1400565.45
1200,1692073.5
1300,2008149.0
1400,2373260.2
1500,2791037.4
1600,3274421.6
1700,3807587.25
1800,4400376.85
1900,5084166.65
2000,5816739.4
2100,6644524.65
2200,7528865.9
2300,8501956.0
2400,9560960.3
2500,1.06954518E7
2600,1.19374898E7
2700,1.32724647E7
2800,1.469919195E7
2900,1.623224495E7
3000,1.78657558E7
3100,1.961305185E7
3200,2.14640964E7
3300,2.342383115E7
3400,2.55091659E7
3500,2.77079793E7
3600,3.00339928E7
3700,3.24978252E7
3800,3.50834188E7
3900,3.781178695E7
4000,4.06725006E7
4100,4.36916002E7
4200,4.685840765E7
4300,5.016333605E7
4400,5.363014565E7
4500,5.72555547E7
4600,6.102787615E7
4700,6.496483255E7
4800,6.90759241E7
4900,7.33739148E7
5000,7.78270994E7
5100,8.245782075E7
5200,8.727974275E7
5300,9.23193049E7
5400,9.767305785E7
5500,1.0304855195E8
5600,1.086173676E8
5700,1.1438573435E8
5800,1.203553586E8
5900,1.265366425E8
6000,1.3292720435E8
6100,1.3952714655E8
6200,1.463541979E8
6300,1.5339182495E8
6400,1.606465189E8
6500,1.68136931E8
6600,1.7585979665E8
6700,1.8381378925E8
6800,1.920020058E8
6900,2.0046472975E8
7000,2.0915999055E8
7100,2.180855774E8
7200,2.2726155885E8
7300,2.367116459E8
7400,2.4641719535E8
7500,2.5636754645E8
7600,2.6663370345E8
7700,2.771239129E8
7800,2.8808902735E8
7900,2.991292753E8
8000,3.104436951E8
8100,3.2203904665E8
8200,3.339323088E8
8300,3.4611201505E8
8400,3.5859560105E8
8500,3.7137942225E8
8600,3.8447801505E8
8700,3.9787764495E8
8800,4.1159034495E8
8900,4.2568898855E8
9000,4.4022686255E8
9100,4.551164679E8
9200,4.7026295805E8
9300,4.855846779E8
9400,5.012370291E8
9500,5.1725284535E8
9600,5.335850486E8
9700,5.507767164E8
9800,5.678266893E8
9900,5.8521371115E8
